Station Number,Station Name,Province,Status,Latitude,Longitude,Year From,Year To,Gross Drainage Area (km2),Effective Drainage Area (km2),Regulation,Data Type,Operation Schedule,Sediment,RHBN,Real-Time,Datum Name,Publishing Office,Operating Agency,Contributed,Elevation
05AG009,CHIN RESERVOIR OUTFLOW TO BOUNTIFUL COULEE,AB,Discontinued,49.77778,-112.45833,1966,1968,,,R,Flow,Seasonal,N,N,N,,CALGARY,,N,847.3087158203
05AG011,CAMERON LATERAL SPILL TO CHIN RESERVOIR,AB,Discontinued,49.775,-112.46111,1966,1972,,,R,Flow,Seasonal,N,N,N,,CALGARY,,N,845.5506591797
05AG012,TABER IRRIGATION DISTRICT CANAL NEAR CRANFORD,AB,Discontinued,49.74583,-112.35417,1966,1968,,,R,Flow,Seasonal,N,N,N,,CALGARY,,N,838
05AG013,READYMADE MAIN INFLOW CANAL,AB,Discontinued,49.66167,-112.44278,1968,1972,,,R,Flow,Seasonal,N,N,N,,CALGARY,,N,899
05AG014,READYMADE MINI INFLOW A,AB,Discontinued,49.685,-112.44444,1970,1971,,,R,Flow,Miscellaneous,N,N,N,,CALGARY,,N,892
05AG015,READYMADE MINI INFLOW B,AB,Discontinued,49.69,-112.44417,1968,1971,,,R,Flow,Seasonal,N,N,N,,CALGARY,,N,890
05AG016,READYMADE DRAIN A,AB,Discontinued,49.70944,-112.43722,1968,1971,,,R,Flow,Seasonal,N,N,N,,CALGARY,,N,855.6569824219
05AG017,READYMADE DRAIN B,AB,Discontinued,49.705,-112.42833,1971,1971,,,R,Flow,Seasonal,N,N,N,,CALGARY,,N,852.3884277344
05AG018,READYMADE DRAIN C,AB,Discontinued,49.69944,-112.41833,1971,1971,,,R,Flow,Miscellaneous,N,N,N,,CALGARY,,N,865.6083984375
05AG019,READYMADE DRAIN D,AB,Discontinued,49.69806,-112.41556,1968,1971,,,R,Flow,Miscellaneous,N,N,N,,CALGARY,,N,864.1013183594
05AG020,READYMADE DRAIN E,AB,Discontinued,49.69639,-112.41056,1971,1971,,,R,Flow,Miscellaneous,N,N,N,,CALGARY,,N,858.5195922852
05AG021,READYMADE DRAIN F,AB,Discontinued,49.69528,-112.40611,1970,1971,,,R,Flow,Miscellaneous,N,N,N,,CALGARY,,N,852.0230712891
05AG022,READYMADE DRAIN G,AB,Discontinued,49.69111,-112.39306,1968,1971,,,R,Flow,Seasonal,N,N,N,,CALGARY,,N,865.6275634766
05AG023,DRAIN T-2 NEAR TABER,AB,Discontinued,49.80833,-112.17917,1972,1984,,,R,Flow,Seasonal,N,N,N,,CALGARY,,N,783.4310913086
05AG024,NATURAL FLOW D NEAR CHIN,AB,Discontinued,49.85278,-112.44444,1972,1973,5.2,5.2,N,Flow,Seasonal,N,N,N,,CALGARY,,N,831.5075683594
05AG025,DRAIN T-11 NEAR FINCASTLE,AB,Discontinued,49.88056,-112.01361,1973,1984,,,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N,774.4271240234
05AG026,BOUNTIFUL COULEE INFLOW NEAR CRANFORD,AB,Active,49.78561,-112.31609,1980,2018,43.2,18.8,R,Flow and Level,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N,820.8714599609
05AG027,DRAIN T-1 NEAR TABER,AB,Discontinued,49.80278,-112.23111,1985,1991,,,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N,782.7337646484
05AH001,BOXELDER CREEK NEAR WALSH,SK,Active,49.96179,-109.98937,1911,2018,321,296,R,Flow and Level,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N,737
05AH002,MACKAY CREEK AT WALSH,AB,Active,49.94091,-110.04722,1911,2018,437,428,R,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N,742
05AH003,ROSS CREEK NEAR IRVINE,AB,Discontinued,49.97417,-110.36667,1910,2000,647,634,R,Flow,Seasonal,Y,N,N,ASSUMED DATUM,CALGARY,,N,739
05AH004,BULLSHEAD CREEK NEAR DUNMORE,AB,Discontinued,49.90833,-110.62222,1909,1916,522,506,,Flow and Level,Seasonal,N,N,N,GEODETIC SURVEY OF CANADA DATUM,CALGARY,,N,806
05AH005,SEVEN PERSONS CREEK AT MEDICINE HAT,AB,Active,50.02365,-110.68351,1910,2018,3280,1760,R,Flow and Level,Seasonal,Y,N,Y,ASSUMED DATUM,CALGARY,,N,663.8823242188
05AH006,MACKAY CREEK AT GRANT'S RANCH,AB,Discontinued,49.86944,-110.01944,1911,1914,247,246,N,Flow,Seasonal,N,N,N,,CALGARY,,N,816.3757324219
05AH007,MCALPINE CREEK AT SCHNELL'S RANCH,AB,Discontinued,49.85833,-110.06111,1912,1914,124,124,N,Flow,Seasonal,N,N,N,,CALGARY,,N,828.1764526367
05AH009,GROS VENTRE CREEK AT TOTHILL'S RANCH,AB,Discontinued,49.75556,-110.46389,1911,1915,93.2,93.2,N,Flow,Seasonal,N,N,N,,CALGARY,,N,1015.7995605469
05AH010,BULLSHEAD CREEK AT CLARK'S RANCH,AB,Discontinued,49.73611,-110.60278,1911,1915,205,205,N,Flow and Level,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N,956.1423950195
05AH011,STARK AND BURTON'S DITCH NEAR MEDICINE HAT,AB,Discontinued,49.9,-110.63333,1915,1916,,,R,Flow,Seasonal,N,N,N,,CALGARY,,N,789.2210693359
05AH012,BULLSHEAD CREEK AT BURTON'S RANCH,AB,Discontinued,49.925,-110.65278,1925,1929,411,406,N,Flow,Seasonal,N,N,N,,CALGARY,,N,730.8364257813
05AH013,BULLSHEAD CREEK NEAR WOOLCHESTER,AB,Discontinued,49.875,-110.63333,1915,1936,315,315,N,Flow,Seasonal,N,N,N,,CALGARY,,N,790.2075805664
05AH025,ELKWATER LAKE AT ELKWATER,AB,Active,49.66198,-110.28902,1917,2018,28.8,28.8,R,Level,Seasonal,N,N,Y,APPROXIMATE GEODETIC SURVEY OF CANADA DATUM,CALGARY,,N,1216
05AH032,ROSS CREEK NEAR PASHLEY,AB,Discontinued,49.98417,-110.46944,1920,1922,795,734,R,Flow,Seasonal,N,N,N,,CALGARY,,N,733
05AH033,SEVEN PERSONS CREEK NEAR SEVEN PERSONS,AB,Discontinued,49.83333,-110.9,1920,1936,2550,1170,N,Flow,Seasonal,N,N,N,,CALGARY,,N,764
05AH036,ROSS CREEK AT KOENIG'S RANCH,AB,Discontinued,49.77639,-110.28611,1911,1914,89.1,89.1,N,Flow,Seasonal,N,N,N,,CALGARY,,N,1028.1560058594
05AH037,GROS VENTRE CREEK NEAR DUNMORE,AB,Active,49.88778,-110.50711,1921,2018,215,206,N,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N,860
05AH038,PARADISE CREEK NEAR SEVEN PERSONS,AB,Discontinued,49.83333,-110.85,1921,1936,224,224,N,Flow,Seasonal,N,N,N,,CALGARY,,N,766
05AH039,SEVEN PERSONS CREEK NEAR WHITLA,AB,Discontinued,49.76667,-111.05,1936,1936,2280,922,N,Flow,Seasonal,N,N,N,,CALGARY,,N,776.1346435547
05AH040,MACKAY CREEK NEAR WALSH,AB,Discontinued,49.96667,-110.05,1951,1955,665,652,R,Flow,Seasonal,N,N,N,,CALGARY,,N,741.964050293
05AH041,PEIGAN CREEK NEAR PAKOWKI ROAD,AB,Active,49.5805,-110.9437,1960,2018,439,425,N,Flow and Level,Seasonal,Y,N,Y,ASSUMED DATUM,CALGARY,,N,832
05AH042,MACKAY CREEK NEAR GRABURN GAP,AB,Discontinued,49.74111,-110.0425,1976,1993,75.1,75.1,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N,1011
05AH043,EAST MCALPINE CREEK NEAR ELKWATER LAKE,AB,Active,49.79457,-110.18655,1976,2018,19.8,19.8,R,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N,996
05AH044,CAVAN LAKE DIVERSION NEAR DUNMORE,AB,Active,49.89692,-110.48235,1981,2018,,,R,Flow and Level,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N,849
05AH045,ROSS CREEK DIVERSION CANAL NEAR IRVINE,AB,Discontinued,49.95417,-110.34,1980,1983,,,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N,745
05AH046,ROSS CREEK AT OUTLET OF ELKWATER LAKE,AB,Discontinued,49.67833,-110.295,1980,1986,29,29,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N,1215.5048828125
05AH047,SAM LAKE TRIBUTARY NEAR SCHULER,AB,Active,50.16348,-110.25759,1982,2018,82.3,82.3,N,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N,735.4443969727
05AH048,CAVAN LAKE NEAR DUNMORE,AB,Active,49.94392,-110.40067,1983,2018,11.5,11.5,R,Level,Seasonal,N,N,Y,GEODETIC SURVEY OF CANADA DATUM,CALGARY,,N,808
05AH049,ROSS CREEK AT MEDICINE HAT,AB,Discontinued,50.02972,-110.64083,1985,1995,1490,1360,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N,659
05AH050,BOXELDER CREEK AT HARGRAVE'S RANCH,SK,Active,50.01198,-109.98701,1986,2018,1050,1000,N,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N,729.2049560547
05AH051,HARGRAVE'S DIVERSION FROM BOXELDER CREEK,SK,Discontinued,50.02028,-109.99806,1987,1993,,,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N,729
05AH052,ROSS CREEK AT HIGHWAY NO. 41,AB,Active,50.00557,-110.53291,2000,2018,808,724,R,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N,702
05AH053,BULLSHEAD CREEK AT BLACK AND WHITE TRAIL,AB,Active,49.91599,-110.64836,2005,2018,348,329,R,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N,743.5804443359
05AH054,CYPRESS VIEW RESERVOIR NEAR ELKWATER,AB,Active,49.80078,-110.12886,2004,2018,12,12,,Level,Seasonal,N,N,Y,GEODETIC SURVEY OF CANADA DATUM,CALGARY,,N,982.4295043945
05AH055,MCALPINE CREEK RESERVOIR NEAR ELKWATER,AB,Active,49.70875,-110.16249,2004,2018,2.3,2.3,R,Level,Seasonal,N,N,Y,GEODETIC SURVEY OF CANADA DATUM,CALGARY,,N,1221
05AH056,MACKAY CREEK RESERVOIR NEAR ELKWATER,AB,Active,49.71534,-110.12849,2004,2018,0.8,0.8,R,Level,Seasonal,N,N,Y,GEODETIC SURVEY OF CANADA DATUM,CALGARY,,N,1185.9927978516
05AH057,BULLSHEAD RESERVOIR NEAR ELKWATER,AB,Active,49.67757,-110.51437,2004,2018,84.8,75.2,R,Level,Seasonal,N,N,Y,GEODETIC SURVEY OF CANADA DATUM,CALGARY,,N,1075.8201904297
05AH058,SPRUCE COULEE RESERVOIR NEAR ELKWATER,AB,Active,49.67929,-110.18288,2004,2018,6.6,6.6,,Level,Seasonal,N,N,Y,GEODETIC SURVEY OF CANADA DATUM,CALGARY,,N,1311.1501464844
05AJ001,SOUTH SASKATCHEWAN RIVER AT MEDICINE HAT,AB,Active,50.04209,-110.67754,1911,2018,56400,41400,R,Flow and Level,Continuous,Y,N,Y,ASSUMED DATUM,CALGARY,,N,657.6968383789
05AJ002,DRAIN S-4 NEAR GRASSY LAKE,AB,Discontinued,49.89806,-111.66667,1972,1986,,,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N,766.0017700195
05AJ003,DRAIN S-10 NEAR BOW ISLAND,AB,Discontinued,49.92778,-111.41389,1973,1991,,,R,Flow,Seasonal,N,N,N,,CALGARY,,N,717
05AJ004,DRAIN S-6 NEAR BOW ISLAND,AB,Discontinued,49.9025,-111.47667,1987,1991,,,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N,721.0764770508
05AK001,SOUTH SASKATCHEWAN RIVER AT HIGHWAY NO. 41,AB,Discontinued,50.7375,-110.09583,1966,1993,66000,46700,R,Flow,Continuous,Y,N,N,ASSUMED DATUM,CALGARY,,N,588.1099243164
05BA001,BOW RIVER AT LAKE LOUISE,AB,Active,51.4286,-116.18894,1923,2018,422,422,N,Flow and Level,Seasonal,Y,N,Y,ASSUMED DATUM,CALGARY,,N,1560
05BA002,PIPESTONE RIVER NEAR LAKE LOUISE,AB,Active,51.43311,-116.17495,1911,2018,306,306,R,Flow and Level,Continuous,Y,Y,Y,ASSUMED DATUM,CALGARY,,N,1575.6607666016
05BA003,BATH CREEK NEAR LAKE LOUISE,AB,Discontinued,51.44028,-116.20833,1913,1920,67.6,67.6,N,Flow,Continuous,N,N,N,ASSUMED DATUM,CALGARY,,N,1560
05BA004,LOUISE CREEK NEAR LAKE LOUISE,AB,Discontinued,51.41556,-116.20972,1914,1918,25.1,25.1,N,Flow,Continuous,N,N,N,,CALGARY,,N,1745.3394775391
05BA005,BOW RIVER ABOVE BATH CREEK,AB,Discontinued,51.44167,-116.21056,1962,1963,348,348,N,Flow,Seasonal,N,N,N,,CALGARY,,N,1560
05BA006,JOHNSTON CREEK NEAR THE MOUTH,AB,Discontinued,51.24444,-115.84167,1973,1996,124,124,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N,1440
05BA007,BAKER CREEK NEAR THE MOUTH,AB,Discontinued,51.34722,-116.06806,1973,1976,124,124,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N,1520
05BA008,BOW RIVER BELOW HECTOR LAKE,AB,Discontinued,51.54167,-116.29444,1973,1976,280,280,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N,1760
05BA009,BOW GLACIER OUTFLOW,AB,Discontinued,51.66778,-116.48333,1973,1975,24.9,24.9,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,UNIVERSITY OF ILLINOIS,Y,1960
05BA010,BOW RIVER ABOVE HECTOR LAKE,AB,Discontinued,51.57722,-116.32222,1974,1975,192,192,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,UNIVERSITY OF ILLINOIS,Y,1780
05BA011,BALFOUR CREEK NEAR THE MOUTH,AB,Discontinued,51.59444,-116.40278,1974,1975,38.6,38.6,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,UNIVERSITY OF ILLINOIS,Y,1800
05BB001,BOW RIVER AT BANFF,AB,Active,51.17223,-115.57177,1909,2018,2210,2210,N,Flow and Level,Continuous,Y,Y,Y,ASSUMED DATUM,CALGARY,,N,1400
05BB003,FORTY MILE CREEK NEAR BANFF,AB,Discontinued,51.20667,-115.58472,1912,1977,133,133,N,Flow,Seasonal,Y,N,N,ASSUMED DATUM,CALGARY,,N,1581.81640625
05BB004,BREWSTER CREEK NEAR BANFF,AB,Discontinued,51.09861,-115.66528,1974,1996,109,109,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N,1600
05BB005,REDEARTH CREEK NEAR THE MOUTH,AB,Discontinued,51.22278,-115.81111,1973,1996,147,147,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N,1440
05BC001,SPRAY RIVER AT BANFF,AB,Active,51.16018,-115.55447,1910,2018,751,751,R,Flow and Level,Continuous,Y,N,Y,ASSUMED DATUM,CALGARY,,N,1400
05BC002,SPRAY RIVER NEAR SPRAY LAKES,AB,Discontinued,50.88333,-115.36667,1924,1939,360,360,N,Flow,Continuous,N,N,N,,CALGARY,,N,1700
05BC003,SPRAY CREEK AT SPRAY LAKES,AB,Discontinued,50.88333,-115.36667,1924,1939,117,117,N,Flow,Continuous,N,N,N,,CALGARY,,N,1700
05BC004,SPRAY LAKE AT SPRAY LAKES,AB,Discontinued,50.88333,-115.36667,1920,1939,,,R,Level,Seasonal,N,N,N,GEODETIC SURVEY OF CANADA DATUM,CALGARY,,N,1700
05BC005,SPRAY RIVER AT CANYON NEAR SPRAY LAKES,AB,Discontinued,50.88333,-115.36667,1948,1949,487,,N,Flow,Seasonal,N,N,N,,CALGARY,,N,1700
05BC006,SPRAY RESERVOIR AT THREE SISTERS DAM,AB,Active,50.98333,-115.36667,1950,2018,,,R,Level,Continuous,N,N,N,GEODETIC SURVEY OF CANADA DATUM,CALGARY,TRANSALTA UTILITIES CORPORATION,Y,1763.7160644531
05BC007,SPRAY RESERVOIR SPILLWAY NEAR CANYON DAM,AB,Discontinued,50.89028,-115.37917,1974,1974,,,R,Flow,Seasonal,N,N,N,,CALGARY,TRANSALTA UTILITIES CORPORATION,Y,1704.380859375
05BC008,GOAT CREEK AT BANFF PARK BOUNDARY,AB,Active,51.05833,-115.43056,1976,2018,40.9,40.9,R,Flow,Continuous,N,N,N,ASSUMED DATUM,CALGARY,TRANSALTA UTILITIES CORPORATION,Y,1631.4191894531
05BD001,DEVIL'S CREEK NEAR BANKHEAD,AB,Discontinued,51.25,-115.48333,1910,1912,,,N,Flow,Seasonal,N,N,N,,CALGARY,,N,1520
05BD002,CASCADE RIVER NEAR BANFF,AB,Discontinued,51.22778,-115.51667,1911,1941,664,664,N,Flow,Continuous,N,N,N,,CALGARY,,N,1468.0068359375
05BD003,LAKE MINNEWANKA NEAR BANFF,AB,Active,51.23611,-115.48611,1943,2018,647,647,R,Level,Continuous,N,N,N,GEODETIC SURVEY OF CANADA DATUM,CALGARY,TRANSALTA UTILITIES CORPORATION,Y,1513.7932128906
05BD004,CASCADE POWER DIVERSION NEAR BANFF,AB,Active,51.19917,-115.50222,1942,2018,,,R,Flow,Continuous,N,N,N,ASSUMED DATUM,CALGARY,TRANSALTA UTILITIES CORPORATION,Y,1400
05BD005,CASCADE RIVER ABOVE LAKE MINNEWANKA,AB,Discontinued,51.2875,-115.53333,1973,1996,454,454,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N,1567.2297363281
05BE001,BOW RIVER NEAR MORLEY,AB,Discontinued,51.17222,-114.85,1910,1911,5380,5380,R,Flow,Continuous,N,N,N,,CALGARY,,N,1197
05BE003,BOW RIVER NEAR KANANASKIS,AB,Discontinued,51.08889,-115.08889,1912,1922,4160,4160,R,Flow,Continuous,N,N,N,,CALGARY,,N,1287.4014892578
05BE004,BOW RIVER NEAR SEEBE,AB,Active,51.11944,-115.03333,1923,2018,5170,5170,R,Flow and Level,Continuous,N,N,N,ASSUMED DATUM,CALGARY,TRANSALTA UTILITIES CORPORATION,Y,1257.0346679688
05BE005,GHOST LAKE NEAR COCHRANE,AB,Active,51.21667,-114.71667,1929,2018,6480,6480,R,Level,Continuous,N,N,N,GEODETIC SURVEY OF CANADA DATUM,CALGARY,TRANSALTA UTILITIES CORPORATION,Y,1197
05BE006,BOW RIVER BELOW GHOST DAM,AB,Discontinued,51.21389,-114.61111,1933,1989,6550,6550,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N,1145.57421875
05BE007,SPRAY POWER DIVERSION AT CANMORE,AB,Active,51.08889,-115.37361,1974,2018,,,R,Flow,Continuous,N,N,N,ASSUMED DATUM,CALGARY,TRANSALTA UTILITIES CORPORATION,Y,1333.9261474609
05BE008,BOW RIVER AT CANMORE,AB,Discontinued,51.08472,-115.36417,1976,1985,3840,3840,R,Flow,Continuous,N,N,N,ASSUMED DATUM,CALGARY,,N,1307
05BE009,POLICEMAN CREEK AT CANMORE,AB,Discontinued,51.08333,-115.36667,1977,1980,,,R,Flow,Continuous,N,N,N,ASSUMED DATUM,CALGARY,ALBERTA ENVIRONMENTAL PROTECTION,Y,1309
05BE999,GHOST TAILRACE,AB,Active,51.225,-114.70833,1988,2018,,,R,Flow,Continuous,N,N,N,ASSUMED DATUM,CALGARY,TRANSALTA UTILITIES CORPORATION,Y,1206.4072265625
05BF001,KANANASKIS RIVER NEAR SEEBE,AB,Discontinued,51.04722,-115.02778,1963,1971,933,933,R,Level,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N,1337.7647705078
05BF002,KANANASKIS RIVER ABOVE LOWER LAKE,AB,Discontinued,50.62222,-115.125,1931,1935,151,151,R,Flow,Seasonal,Y,N,N,,CALGARY,TRANSALTA UTILITIES CORPORATION,Y,1672
05BF003,KANANASKIS RIVER ABOVE POCATERRA CREEK,AB,Active,50.7,-115.11806,1931,2018,362,362,R,Flow,Continuous,N,N,N,ASSUMED DATUM,CALGARY,TRANSALTA UTILITIES CORPORATION,Y,1618.3049316406
05BF004,POCATERRA CREEK NEAR MOUTH,AB,Discontinued,50.695,-115.11389,1931,1941,63.7,63.7,N,Flow,Seasonal,N,N,N,,CALGARY,,N,1625
05BF005,UPPER KANANASKIS LAKE,AB,Active,50.61667,-115.11667,1969,2018,151,151,R,Level,Continuous,N,N,N,TRANSALTA UTILITIES DATUM,CALGARY,TRANSALTA UTILITIES CORPORATION,Y,1700.7408447266
05BF008,SMITH-DORRIEN CREEK NEAR MOUTH,AB,Discontinued,50.68528,-115.14639,1932,1933,131,131,N,Flow,Seasonal,N,N,N,,CALGARY,,N,1708.1826171875
05BF009,LOWER KANANASKIS LAKE,AB,Active,50.68889,-115.125,1969,2018,359,359,R,Level,Continuous,N,N,N,TRANSALTA UTILITIES DATUM,CALGARY,TRANSALTA UTILITIES CORPORATION,Y,1652
05BF010,KANANASKIS RIVER AT OUTLET OF LOWER LAKE,AB,Discontinued,50.675,-115.13611,1932,1948,208,208,R,Flow,Continuous,N,N,N,,CALGARY,,N,1672
05BF011,BOULTON CREEK NEAR MOUTH,AB,Discontinued,50.63333,-115.125,1936,1941,28.2,28.2,N,Flow,Seasonal,N,N,N,,CALGARY,TRANSALTA UTILITIES CORPORATION,Y,1672
05BF013,MUD LAKE DIVERSION CANAL,AB,Discontinued,50.79167,-115.3,1949,1992,29,29,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,TRANSALTA UTILITIES CORPORATION,Y,1917.7408447266
05BF015,MARMOT CREEK NEAR THE MOUTH,AB,Discontinued,50.94722,-115.14167,1962,1962,11.9,11.9,N,Flow,Seasonal,N,N,N,,CALGARY,,N,1444.8537597656
05BF016,MARMOT CREEK MAIN STEM NEAR SEEBE,AB,Discontinued,50.95054,-115.15289,1987,2016,9.1,9.1,N,Flow and Level,Seasonal,Y,N,N,ASSUMED DATUM,CALGARY,,N,1587.8166503906
05BF017,MIDDLE FORK CREEK NEAR SEEBE,AB,Discontinued,50.95944,-115.17111,1963,1986,2.85,2.85,N,Flow,Continuous,Y,N,N,ASSUMED DATUM,CALGARY,,N,1765.5809326172
05BF018,TWIN CREEK NEAR SEEBE,AB,Discontinued,50.95917,-115.17194,1963,1986,2.64,2.64,N,Flow,Continuous,Y,N,N,ASSUMED DATUM,CALGARY,,N,1778.5749511719
05BF019,CABIN CREEK NEAR SEEBE,AB,Discontinued,50.95917,-115.16667,1963,1986,2.12,2.12,N,Flow,Continuous,Y,N,N,ASSUMED DATUM,CALGARY,,N,1711.9498291016
05BF020,MIDDLE FORK CREEK IN CIRQUE NEAR SEEBE,AB,Discontinued,50.95833,-115.19889,1964,1986,1.17,1.17,N,Flow,Seasonal,Y,N,N,ASSUMED DATUM,CALGARY,,N,2216.2106933594
05BF021,KANANASKIS RIVER IN CANAL BELOW UPPER DAM SITE,AB,Discontinued,50.61111,-115.12222,1933,1942,151,151,R,Flow,Continuous,N,N,N,,CALGARY,,N,1710
05BF022,KANANASKIS RIVER AT CANYON ABOVE LOWER FALLS,AB,Discontinued,50.7,-115.13333,1933,1935,367,367,R,Flow,Seasonal,N,N,N,,CALGARY,,N,1677.6717529297
05BF023,KANANASKIS RIVER BELOW RIBBON CREEK,AB,Discontinued,50.93333,-115.12806,1969,1969,755,755,R,Flow,Miscellaneous,N,N,N,,CALGARY,,N,1432.9147949219
05BF024,BARRIER LAKE NEAR SEEBE,AB,Active,51.03306,-115.04139,1947,2018,895,895,R,Level,Continuous,N,N,N,GEODETIC SURVEY OF CANADA DATUM,CALGARY,TRANSALTA UTILITIES CORPORATION,Y,1380.5479736328
05BF025,KANANASKIS RIVER BELOW BARRIER DAM,AB,Active,51.04167,-115.03194,1974,2018,899,899,R,Flow,Continuous,N,N,N,ASSUMED DATUM,CALGARY,TRANSALTA UTILITIES CORPORATION,Y,1358.4426269531
05BG001,GHOST RIVER NEAR COCHRANE,AB,Discontinued,51.26111,-114.76389,1983,1983,911,911,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N,1221.2751464844
05BG002,GHOST RIVER NEAR BLACK ROCK MOUNTAIN,AB,Discontinued,51.3,-115.18333,1955,1993,211,211,N,Flow,Seasonal,N,N,N,,CALGARY,TRANSALTA UTILITIES CORPORATION,Y,1823.697265625
05BG003,GHOST RIVER DIVERSION TO LAKE MINNEWANKA,AB,Discontinued,51.28333,-115.16667,1941,1995,,,R,Flow,Continuous,N,N,N,,CALGARY,TRANSALTA UTILITIES CORPORATION,Y,1513
05BG004,GHOST RIVER DIVERSION CANAL NEAR BLACK ROCK MOUNTAIN,AB,Discontinued,51.3,-115.18333,1947,1968,,,R,Flow,Seasonal,N,N,N,,CALGARY,TRANSALTA UTILITIES CORPORATION,Y,1823.697265625
05BG005,GHOST RIVER OVERFLOW NEAR BLACK ROCK MOUNTAIN,AB,Discontinued,51.3,-115.18333,1949,1968,,,R,Flow,Continuous,N,N,N,,CALGARY,TRANSALTA UTILITIES CORPORATION,Y,1823.697265625
05BG006,WAIPAROUS CREEK NEAR THE MOUTH,AB,Active,51.28281,-114.83841,1969,2018,333,333,N,Flow and Level,Continuous,Y,N,Y,ASSUMED DATUM,CALGARY,,N,1267.9580078125
05BG007,GHOST RIVER OVERFLOW NEAR LAKE MINNEWANKA,AB,Discontinued,51.28333,-115.15,1951,1962,,,R,Flow,Continuous,N,N,N,,CALGARY,TRANSALTA UTILITIES CORPORATION,Y,1536
05BG008,GHOST RIVER DIVERSION CANAL NEAR LAKE MINNEWANKA,AB,Discontinued,51.28333,-115.15,1941,1962,,,R,Flow,Continuous,N,N,N,,CALGARY,TRANSALTA UTILITIES CORPORATION,Y,1536
05BG009,WAIPAROUS CREEK BELOW MEADOW CREEK,AB,Discontinued,51.36778,-114.99083,1972,1984,230,230,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N,1442.1282958984
05BG010,GHOST RIVER ABOVE WAIPAROUS CREEK,AB,Active,51.27003,-114.92553,1983,2018,485,485,R,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,CALGARY,,N,1313
05BH001,BOW RIVER AT C.P.R. HEADGATES IN CALGARY,AB,Discontinued,51.05,-114.01667,1907,1915,10100,9880,N,Level,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N,1060.2983398438
05BH002,BOW RIVER AT CUSHING BRIDGE NEAR CALGARY,AB,Discontinued,51.03333,-114.01667,1911,1912,10100,9880,R,Flow,Continuous,N,N,N,,CALGARY,,N,1034.890625
05BH003,NOSE CREEK AT CALGARY,AB,Discontinued,51.12222,-114.04583,1911,1986,893,746,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N,1051.3812255859
05BH004,BOW RIVER AT CALGARY,AB,Active,51.05027,-114.05146,1910,2018,7870,7740,R,Flow and Level,Continuous,Y,N,Y,ASSUMED DATUM,CALGARY,,N,1041.5748291016
05BH005,BOW RIVER NEAR COCHRANE,AB,Active,51.17374,-114.46643,1916,2018,7410,7380,R,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N,1118.2150878906
05BH006,JUMPINGPOUND CREEK NEAR JUMPING POUND,AB,Discontinued,51.06889,-114.54639,1908,1936,455,455,N,Flow and Level,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N,1233.6535644531
